"","0h_01","0h_02","0h_03","0h_04","0h_05","0h_06","4h_01","4h_02","4h_03","4h_04","4h_05","4h_06","24h_01","24h_02","24h_03","24h_04","24h_05","24h_06"
"aica ribonucleotide",16.7374390570754,16.7546552188515,16.4836069094962,17.3317490387346,17.5186445813484,16.9906976112977,17.646067846392,17.2191221467009,18.592530430847,17.7178127548935,17.8890057781732,17.7417201830478,17.8271166047863,17.7804289121628,17.3889509019693,17.8869522328758,17.9269151681403,17.7248336045591
"n-acetyl-l-serine",12.3532493800433,12.4518776014737,12.0833322483777,12.3380140373703,12.5058375916511,12.3428306174484,10.8449372791687,11.2433923120614,11.3262713364935,11.500457948134,10.6556188312983,11.4587847548499,12.2075425461383,12.1295715860228,12.2602665087721,11.8428434789191,11.7286292637982,12.1011651048492
"glucose-1-phosphate",16.0552034571418,15.9255594053877,15.9080687333488,16.0829091342634,16.1185351546637,15.7965987587989,15.1167887045606,15.2843149851656,15.3110903450705,15.1797505834571,15.151804886517,15.1845043717686,14.9029830462545,14.9810889491197,14.9441384469247,14.8732413355907,15.2904717411741,15.0982958439044
"fructose-6-phosphate",19.296886117418,18.7438291102835,20.1468104486959,19.8835189627188,20.0312245026525,20.5668149329442,19.9084578137335,NA,20.6643604694647,19.8625075334676,20.2244416824192,20.2741632034026,20.2906491298587,20.4744012891861,20.157172213561,20.9544253363493,20.3612002438873,20.3810376898508
"n-acetyl-l-leucine",NA,NA,14.4834434305301,16.4631605842815,16.8866306068581,16.1986577801192,16.8277106681064,17.3695736973157,NA,16.7517522434664,16.527584172708,15.8053549683407,NA,NA,16.3944424774115,16.221440135633,13.4189697239655,15.13937156747
"n-acetyl-l-glutamic acid",13.3892015344075,13.6285938234305,13.5991717938326,13.153545182532,12.8799325168054,13.235261866275,12.0116881165804,12.6689245441854,12.008186561308,12.953520815198,11.4548581464019,12.0948850709548,12.5522363460899,12.2041956498977,12.6215975383844,12.1666630339224,12.4299241943658,13.4646674834403
"5-methoxy-5-oxopentanoic acid",17.2782163209339,17.3393973085627,16.9074638907392,16.8343544275038,16.7163014489665,16.8441953607258,15.3970134351655,15.1438126364653,15.3683141013952,15.1570814086943,15.0123801211005,15.4981992572667,14.7148816756744,14.9163924454271,14.2281639822051,15.0205264991748,14.7646812548871,14.5883915411087
"2-oxovaleric acid",11.7006252182433,11.8258009283575,10.934530505933,11.1562958732857,11.8122593209579,11.5664558874424,10.6997517284547,10.8317430927788,10.8298635201915,10.7624658056144,10.1200570586024,10.449274010953,11.9245426728795,11.9867535417516,11.9481125413053,11.2607466985564,11.6263855420634,11.7751909198012
"alpha-galnac",19.1565158966728,19.3349595751323,19.0906617273058,19.6015056184545,NA,19.112940718715,NA,18.9475874166517,18.964606578752,18.6492769646038,16.9701022980292,18.9047269026109,19.4941672503461,19.546178658122,19.5062388246703,18.9739330365295,18.9881232318484,19.8117887141238
"alpha-lactose",NA,NA,NA,NA,16.6824955351769,NA,NA,19.3888179451874,18.7154824166228,NA,16.1016821017872,16.6565479108557,18.8877148326252,19.6513290791345,18.3129821376021,NA,19.9392419672008,19.4793075641488
"coenzyme a",13.559524120333,13.2251036934063,12.1320520076364,10.4998849389544,12.6320614290861,15.6250521329808,14.8997237806279,11.0036852522171,13.7887064287762,11.3187045513786,13.9014327764933,15.0766107348386,NA,13.4183956300371,10.8441014561667,13.4309451074193,13.0675544913776,10.9833703932062
"2-acetamido-3-(4-hydroxyphenyl)propanoic acid",7.12327033518054,2.08937466326543,5.63008067476418,NA,6.35670406534899,NA,7.77129934740289,8.59005003277631,6.15516377806872,7.8003236183724,3.63523733794093,NA,NA,6.18116899113629,3.77944223129072,4.47715987255127,NA,8.76721607432276
"(r)-3-hydroxybutanoic acid",25.3780972145392,25.8485013043959,NA,25.2046145704392,25.3630278119678,23.8240004525598,NA,23.6997162518289,19.8103892853487,21.9750161080679,NA,22.5529800169951,NA,NA,NA,NA,21.8553767501746,NA
"2-amino-2-(4-hydroxyphenyl)acetic acid",9.892550722535,10.0971385608953,10.171704846257,9.78434220870104,9.66818271147066,9.80449783075688,9.1548842495353,NA,9.12108167142898,7.06597688412074,8.68041166812863,8.81014711309239,5.04848178697799,7.78215926500391,NA,8.3395072072089,6.65978389020499,NA
"imidazoleacetic acid",6.39316717267175,7.72094340478678,7.08737192844305,6.33253552521972,7.90956174955518,7.20103191321667,NA,NA,NA,5.90151873805367,NA,NA,7.55408672715183,6.63752099409636,7.85230102834202,NA,6.52182106231281,6.01880586470438
"n-propionylglycine",8.33567958337576,7.23826329859571,7.86972681612072,8.31218758565405,8.38333234323421,7.72394663628548,6.74087420686168,7.04586674059514,6.8688644629914,7.70930978742806,6.07029422174137,-0.155118606299093,7.20693874343605,7.86925279639867,8.39035258389674,7.28953730375038,7.03936801336905,7.81253293174342
"hexanoylglycine",4.01784879801891,NA,NA,4.4176324214662,6.19426865245671,NA,NA,1.2649553474279,NA,3.08129496747436,NA,NA,6.74350846088188,NA,NA,NA,4.75577998711505,6.92499002372967
"d-mannoheptulose",NA,11.5571320992389,11.8028832698842,NA,NA,11.7352316949979,11.3825313496238,11.7461226976303,11.4656269416352,11.5312019064329,11.7654006398526,11.8122630859483,11.1985546986836,11.8645458130708,11.2839334651119,11.9858503743971,11.3299644892689,11.2414127697481
"4-oxo-l-proline",14.2665058392352,14.9603921447771,15.1510869490507,15.3204698638801,13.9252449300455,13.8747798777026,13.0909498532872,12.7748891626884,13.191150367394,13.0953586693758,13.1503950001416,13.1876739155851,13.1903013710759,13.498777846448,13.6936809579709,13.9631691681646,13.4313891760623,12.8558372334442
"l-lactic acid",27.9143971718175,28.4639662306606,26.9940930766862,27.7388566125437,27.9682487948951,27.6827114284321,25.7115207718212,25.5353642959016,25.9581230126067,25.6900521096427,24.8424379407284,26.1164195291912,27.3856877087523,27.8197265210976,27.5306501812382,26.86641044616,27.8483239960013,26.9840896478214
"propionylcarnitine",17.8515363345854,18.0554385433489,17.9237302515912,17.8918597612587,18.1499775123281,18.3705457616816,17.9819362224206,17.5937230496384,17.7646426639244,17.868205605051,17.6201877491891,17.9946963665671,18.3775447661604,18.4942616686354,18.3777216537904,18.5193340217841,18.3809759826116,18.4618218920358
"hypotaurine",13.9203064909701,13.2780957977764,13.8265068741543,14.5276981033919,14.2790420270235,14.1528567050834,12.353644388132,13.1854239118549,12.4477590258192,12.6796758638985,12.3181421904275,13.1101679513822,13.5035811757391,13.65374767985,13.2100541747788,13.257596552064,13.3299644887084,13.0982724878605
"anserine",7.47879591490602,6.99906035983571,7.15547730954521,5.95448716933932,6.0576651406264,7.42626655471467,6.22745131594777,4.1246195903464,6.56167103636695,4.56506789482475,5.58220705802805,3.45809030929705,4.62894424007099,5.93856626740127,NA,7.0091032018803,5.55603063572869,NA
"d-erythrose 4-phosphate",6.65866273574667,5.87361655305382,6.12003626195717,6.72452444103023,7.03545270049371,6.23115632432613,5.31577486695867,6.25160443980173,5.63997680838225,5.26722617792188,5.67617937991032,6.26128885789252,5.99442725207465,5.99265205486779,6.27462284059916,6.5776251103382,5.71687526681507,6.01283050514895
"d-ribulose 1,5-bisphosphate",9.34572139870859,6.75859210433221,8.61763087197122,7.24591041414956,5.8210200882354,8.86030135445065,7.60858430883677,8.15194007864351,7.82645649189369,8.40867329227967,7.77604251689769,7.25528260533996,8.33759583067438,8.30990321200248,8.64154585640917,8.48448944598681,6.70741241693465,8.76247082459726
"galactose-1-phosphate",13.8094712566306,13.5587706188539,13.6209753422896,13.7641130198312,13.7042353821733,13.573414757842,12.732195963984,13.0599120079274,13.095830341192,13.0112500004077,12.9639156303362,13.1267438696227,13.0488740274598,13.2177622747049,13.048339391245,13.0536646043611,13.369147565338,13.1568280915135
"glutathione",19.1878944741213,17.7905209176793,16.9184087628694,16.8481468847524,19.6124660648641,19.8332509362919,18.8950610859899,18.5695058870265,18.8077798153657,18.9681621413169,18.6669146771728,18.8793078928205,18.3720599602072,18.5070265789062,18.1970958890323,18.1249346093173,18.2632108318181,18.4250117762008
"l-proline",9.95579798857902,9.96457104795813,9.85723109150423,10.0060166661643,9.80234725196435,10.0703593707263,8.52434002255315,9.2396899464411,9.15225071214996,9.07716757517395,8.84259713190886,9.24371378776108,9.77802977040369,9.73753167113027,9.88868242812837,9.64445518942632,9.49974546483975,9.47168284460306
"threonic acid",15.4637452881921,15.8589670425166,15.3635533770131,15.0243534943019,15.0119640155863,15.2668187210278,NA,NA,7.97359446311122,NA,NA,NA,12.3101939959709,13.2153986431206,12.6061737510055,13.1031638031162,11.835479068499,12.6452720918824
"nicotinic acid riboside",22.7043562081487,22.6762618045049,22.48978568343,23.2573735077663,23.4559156220685,22.5708126777147,22.621327468338,23.0655669197261,23.077680780934,NA,22.909101280128,NA,23.3673072333422,NA,23.2062246384168,22.9655452713006,23.1710695443652,22.8625824623301
"sedoheptulose 7-phosphate",10.9489355969475,11.0970870432159,10.8679274775883,10.3350637538795,10.2542531974357,10.7786819701118,9.71771823337344,9.77182817387367,9.99957552739413,10.1078415724273,10.1000704629977,9.54895173072495,10.2587092975823,10.5049923041728,10.3432994628585,10.3812326551098,10.7001250904837,10.6488719517597
"d-fructofuranose 1,6-bisphosphate",10.2283069575709,9.8174421724118,10.0498153289732,9.73263195498912,9.92233980302661,9.32886949248466,9.56894889544287,9.16495550069623,9.27201403987565,10.6912929258541,9.67639425989418,10.5874863372127,10.832261557511,10.7995454964284,11.2508267117799,11.2297320462602,11.3148435686154,11.1423638258702
"3-hydroxyglutaric acid",15.2329967910612,14.9127770380111,14.8791834867262,15.3848034453899,15.2054931027171,14.896297105325,12.6336887371069,12.8508804387846,12.8867707156399,13.0327089971347,12.9578618764758,13.227203260228,13.159974109218,13.4421233868208,13.0400154633617,13.2346530211123,13.1202671407142,12.9997225984802
"n-alpha-acetyllysine",18.7540527317008,17.6231109047874,17.4677951261647,17.0321724588339,19.1283496123419,18.8765426719192,18.4490896904259,19.0923153439144,19.6642604257171,17.974770629419,19.860061743137,NA,19.8048253088349,18.5023038243819,18.9201981937692,18.916384154151,19.4450834446567,17.0975324552768
"2-keto-3-deoxy-d-gluconic acid",14.1356198787209,13.2982366789874,12.338283496871,11.7698208269989,14.3294238286184,14.8570791960602,13.924872936531,13.5442754345197,14.0805707855091,13.5865251091739,13.9860766439668,14.3839401183375,13.4446221897366,13.4354355552062,12.7626865560048,13.2442000887126,13.0725110152244,13.5586897070462
"l-malic acid",27.1402147123492,26.365560255419,26.4972573815808,26.9890703053781,27.0893542325307,26.4760490021607,24.5640565423145,24.3846799559182,24.5570996672545,24.8437423664262,24.2800789100815,24.8269337371125,25.0662362604708,25.4519652797222,24.8746128729278,24.9533006050537,25.3360766393472,25.2806198811418
"s-adenosylhomocysteine",20.6305893878714,21.0513079927989,20.3934702827969,19.7432757487998,20.9320288966533,21.7787851491822,20.8380112513204,19.8640706197271,20.7522272973333,19.8148844930877,20.8823671903351,20.9118423764245,NA,20.7588310997016,20.9732615909918,21.4960446973372,20.5844540863833,19.796191175163
"d-fructose 6-phosphoric acid",16.1609208186651,16.0492827027785,15.9940634147353,15.9667034459151,15.9581280783057,15.8699045248811,14.6514446380402,15.117052579355,15.2369625713573,15.2692607334433,15.1803898653624,15.1792320036392,15.1825784470672,15.2620402601234,15.3194716660365,15.201240513582,14.301167831606,15.3239334829294
"sn-glycerol 3-phosphate",12.633669539878,12.3769817059617,12.7336223572946,12.8026700086062,12.947498691559,12.6215265437144,11.6401461674396,12.2799374641688,12.0612501801036,12.0266865270022,12.2417482274118,12.5991627372181,12.8870644918405,12.5222189482502,12.5104439208231,13.1174380528753,12.506245162484,12.8089767616548
"d-ribofuranose 5-phosphate",14.4140528850248,14.2862753161561,14.2623705156449,14.241821207469,14.4152731529488,14.0597724363039,13.5174488288657,13.7835622767315,13.9593877035586,14.0410688074249,13.9398347549345,13.8656056870154,13.9907431599204,13.7887124067411,13.9361198936414,13.6723906311245,13.7782308174603,13.9515642045922
"methylthioadenosine",21.8772404923538,22.0917963371227,21.9324001381684,21.8856618333527,21.8932905867995,8.55271781483195,21.248857220682,21.9884272897978,21.6117603838954,21.5078867545222,20.9222219987332,9.96989503891728,21.4369123736214,21.6352829661299,21.605570178299,21.5604959021404,21.3849362469104,21.512965497979
"2-phospho-d-glyceric acid",11.7421044939827,12.6133497099047,12.6335667475075,10.190725054328,NA,12.6104076987501,13.0017404647432,NA,12.3725689073127,NA,12.6233118638785,13.0418510915654,9.66522130454776,12.4494650317314,7.88983862558327,13.0993499829924,12.1884529833639,NA
"cysteinylglycine",15.7831395374454,14.6602841195448,13.7021462017965,13.6982694380363,16.3729406291122,16.5753357312928,15.4805953575391,15.4672304213016,15.5467368780151,15.6727051607643,15.5874883015104,15.8375891732787,15.2515927292269,15.0821635189722,14.9326345098936,15.0964679173813,15.0242293674907,15.2494077107824
"o-acetylcarnitinium",14.1537556642228,14.3779566873411,14.3928589731411,13.6350909001947,13.7805018993058,13.5697321363516,14.6573241969006,14.7950983739016,14.0376403512012,14.039586584389,14.2639439529632,14.1696446896864,13.5103430216931,13.5776159036171,13.5729719672695,13.1022543974169,12.9365191480493,12.6646859832729
"o-butanoylcarnitine",15.0186013269463,15.1579336578309,15.129814206888,14.9634953496176,15.2529446888608,15.3116024461679,13.4381985599881,13.9154639720247,13.8224546379379,13.9791759016008,13.9160572265214,14.1650498750575,13.690349387948,13.7456595566782,13.5940067082384,13.6800534095723,13.9852553494296,13.6342353351547
"nicotinamide riboside",7.59754549979901,7.5674109188204,8.24658187050905,6.44158587057894,7.59600188190476,8.36619533631622,8.52856002081474,5.63627470150992,NA,4.6160448356425,8.23204772145902,8.97363083780585,NA,7.72805226255194,NA,8.08255105539486,5.24452827081409,NA
"cis-4-hydroxy-d-proline",NA,NA,NA,18.0068659602071,19.2255391865951,NA,27.9279563112634,21.4838073273918,28.4025054246481,27.9538379849758,28.1055558120095,28.2172224457732,28.216634412833,NA,NA,28.3076992378341,28.7945363814902,NA
"(s)-2-hydroxybutyric acid",23.1079838928301,24.5301175898244,21.2522355503075,22.8805206863642,NA,21.279900901085,NA,NA,NA,NA,NA,18.8813140630045,NA,NA,NA,NA,NA,NA
"trans-aconitic acid",12.5204079904486,12.8365111438044,12.9439568032093,12.3399060503869,11.642773355117,12.858364550219,11.1496852124625,NA,10.9713421086216,10.714633227642,10.9147541547527,11.148908734264,NA,10.9754017323084,10.2323193581098,10.7566926649395,10.8876063835026,NA
"arachidonic acid",14.2555563526673,13.5596625263674,13.489709937182,13.4598825018031,13.2063582597072,13.2703120987265,16.2209499911673,16.8172365388041,16.1167129009839,15.5450199130758,16.309710255012,15.6641665608838,14.3157799574054,13.7624671205328,13.4027065573019,13.7219537355885,13.8042013851429,13.5823772062363
"fumaric acid",13.4749650191178,13.8175436394996,13.4843537508174,13.4824344459502,13.6646783805835,14.1169597411735,11.0195072351785,11.4291445567773,11.3927878487507,11.9863848505239,11.0621087444683,12.015960380729,12.5165392058683,13.1073134077479,12.7533867395852,13.0226202948188,12.4478417985604,12.7400839865536
"oleic acid",17.315665786832,17.1351602291622,16.3573854741038,16.3886641236036,15.9242568785604,15.6265198659369,19.4593381274901,19.6855420970658,18.9050942690192,18.4279000088068,19.0251406777556,18.2214927641564,17.4043955204722,17.1246167512092,16.8739777223067,17.1042587657935,17.0446379004326,16.9400567697518
"udp-n-acetylglucosamine",17.4633935720168,16.8545299794438,17.1387511014168,17.8038190244407,17.6786752846151,17.1876503860227,15.8687240363632,16.2669450615699,16.3914305824905,16.2040749605815,16.0465354767197,16.6197292277926,16.2992768150878,16.2889372474558,16.2058029128868,16.1519536650596,16.1349382345102,15.8079747024703
"riboflavin",9.11994306275652,10.6856978100443,10.7692237156436,10.1685678317028,10.9627895115757,10.8015767831701,8.48991147253669,8.79277863623708,8.90670110560939,7.96850785243203,8.88344263158968,9.36869030567088,9.37661710056309,10.1787478925828,9.70560075087202,9.71519146274169,9.80760393919532,9.21080591892003
"citraconic acid",9.6222400916897,8.89166180916902,10.6672517606049,8.93742254229294,9.29547948170802,10.5237785390934,9.59130185936699,3.1244995624856,NA,8.72829400228746,10.1061645681434,3.23918551207563,9.17502690622115,7.80927019324609,NA,7.54176984399835,NA,6.14209008784066
"flavin adenine dinucleotide",12.0577217775192,12.1167105924887,11.7435756940618,11.8555802605639,11.9009696868799,12.197219962826,12.223465680987,12.2396893371229,12.1330645941545,11.9220025024354,12.2839106212682,11.9875775260962,11.6026086816982,11.8013540565958,11.3985192622004,12.0476194220741,11.9712203698718,11.6111311188148
"3-methyl-2-oxopentanoate",14.2888840061137,15.0542593500074,14.4159541369602,14.3466166807979,14.8214521468694,15.1267021073311,14.1151734283377,13.4280550295419,14.3333504301709,13.4511411136623,13.4493716382995,13.9059302902629,15.1340435874585,15.2851162445779,14.7549396470702,15.0380692482498,14.794024877846,14.657194894545
"linoleic acid",12.5320551290347,11.9662928186046,9.24060375339729,11.9183949392974,NA,9.76122266079367,15.8030861244614,16.0491169860922,15.1880121929306,14.736647295458,15.366053009355,14.5528498462987,13.7449712842265,13.1716398215677,12.6768511495822,13.5099360517564,12.6501123753611,12.8583483573447
"(2s)-2-isopropylmalate",8.93159520367558,9.4250683679644,7.18904330292067,7.63097581318194,7.63026777455797,NA,11.2364226667841,4.4133752550355,8.92185041212897,7.0039273123704,8.75376513151874,9.20364016209155,9.1540786120036,9.0683857470609,NA,9.6658820234854,8.99678427828778,7.20824910863214
"lumichrome",12.7465762246957,13.3037979542673,13.2517812310198,12.8828457204063,12.899022115001,12.8940845742948,13.1272979096139,12.9122699271819,12.937051088861,12.4644634418766,12.8302743255246,12.8501942269452,12.6442616389814,12.8649587725896,13.0412318908386,13.1884980735979,13.0807045735195,12.9632242380375
"erythrosphingosine",12.741923863267,9.58441512687383,12.6037824593686,14.628564560986,12.8178868580091,NA,14.6481372272225,14.7924044102155,14.637476372464,14.6770629999276,14.4644006158768,14.6343795710675,10.9280014654811,11.128430733387,13.3375945599309,9.834209444956,11.5782278673262,12.5144755210845
"3-indoleacrylic acid",15.5498451255525,16.4823519357528,16.0362720952413,15.7857525634917,16.3332687588782,16.7257546103047,15.056310063794,14.0716907697931,14.5812620146353,14.8219490201766,14.6912725286253,15.2561682633039,15.813522704236,16.074401296558,15.8885920851934,16.1437439656177,16.0070261115282,15.784917226088
"(3,4-dihydroxyphenyl)acetate",6.95794719699892,11.547020305914,9.6474111133767,10.9291548327323,NA,11.3818271697984,10.7188846949299,NA,5.90358920593941,NA,NA,NA,10.6518669378848,NA,NA,8.30031588680586,NA,NA
"l-threonic acid",19.1709405719962,19.0117034174085,18.2473334283249,18.6706707772969,18.7347416196793,18.4112937348966,NA,NA,NA,NA,NA,NA,NA,14.6268975539487,NA,NA,NA,NA
"isovalerylcarnitine",19.10977919768,19.1047162011617,18.9781938758417,19.1263561650305,19.2495822334466,19.3345891434345,19.4685250182903,19.3586039777903,19.4784229579379,19.4445102251008,19.3348960794161,19.7234505815935,19.0968253348797,19.1602508913481,19.1133006238266,19.3179257415111,19.2664327414865,19.1251275195973
"o-stearoylcarnitine",13.4030988477094,13.4721651864917,13.2829018635191,13.0423660911168,13.8462955261451,13.5918677058712,13.6734840745459,13.7996162695376,12.9775054858342,13.8742812095075,13.522133772715,13.6047125850327,NA,NA,11.5467454678935,11.2974803543193,11.2541068956878,NA
"oleoylcarnitine",14.358980588499,14.0334404225255,14.3961901046293,14.0334441918256,14.539780441278,14.1478042154346,14.8175380716002,15.1895828130966,14.6524813422666,14.8934428541979,14.8405754089616,14.9138419869926,14.9240962961431,14.9817446267944,15.0027176014015,14.924117824178,14.8864294294844,14.983234383629
"(2s)-2-azaniumylpropanoate",12.8774887650332,12.1993865233608,12.5871545788939,12.7393249610978,12.845208467416,12.8225950434875,11.7082677045388,11.9365023549972,12.0296407492041,11.8990577989511,12.1109584811413,11.9852126969056,12.0659655490882,12.0432133877976,11.7654040877858,12.1548912486729,11.9985067266779,11.8851689421642
"o-dodecanoylcarnitine",11.3351743619419,10.7978224041271,11.0249329125667,10.8703885955264,10.6769920483643,10.7799992641678,11.1798522355167,11.4082148264332,11.0102072177628,11.1691242131084,10.9854926849916,11.1379796818196,10.5010381693064,10.5738999843966,11.1969690923691,10.578399650352,10.5391665122479,10.532264168525
"n-acetylcitrulline",7.5425568339399,6.95418827432042,6.59733053478636,6.95196044562097,7.08327141853352,3.93900441568265,NA,5.12033320893226,7.0630705112059,5.02519191482097,5.68467778519598,1.34691839223183,5.78324924130015,NA,3.76775382917968,5.20682439061736,7.92062364812712,NA
"l-palmitoylcarnitine",15.67012543885,15.3926206946556,15.68231422279,15.215918424784,15.5259171605556,15.5206222213051,16.4508685528215,16.5931234707403,16.1144445593648,16.4281149697783,16.3842288721257,16.2261878181239,15.4210260347146,15.4842844536019,15.518194432408,15.4536069070201,15.3842536329076,15.5827351997776
"tiglyl carnitine",13.1056441602359,13.1424795883872,12.8286495880538,12.625615588763,13.2249012040228,13.3916989400215,13.3527677373555,13.0251542759276,13.2276000094574,13.1660061257759,13.2886504855719,13.3926523341629,12.8461012237016,12.7836722370821,12.83383409049,12.9195145965005,12.8257092676232,12.9640568050906
"cyclic gmp",9.92520364743075,NA,7.62260066636548,10.4306366957533,NA,NA,NA,NA,6.69441211690855,NA,8.46448503742694,8.60650735559232,10.3401956572542,NA,NA,NA,9.00112346471747,NA
"guanosine",5.45228290412056,4.7304829104218,NA,3.77361929900354,NA,3.7435873993462,4.1635139408813,6.40633737908649,NA,6.81524533106335,5.65034345240076,4.67608321082317,5.13579966159054,NA,6.75239186022242,5.77139675979686,NA,6.46839234031775
"hypoxanthine",9.69569440368917,9.9687152306521,9.83903150632036,9.7185387321149,10.0577995730291,9.45226918972487,7.36586208029152,8.57906511276808,8.31870637832272,8.61609773900686,7.01283285178215,8.1252571921856,8.97933801761751,8.62108487040155,6.82875298792716,7.81649462543806,8.82148792409676,8.78666556973569
"inosine",12.8287148159647,12.4738154998397,12.1075289413004,12.5934170168343,12.1863340170804,12.4447852991218,12.7081478316328,13.4541192372824,12.7777530515909,12.9349831318263,13.2079751351627,13.0506374717295,11.5446114377424,11.2710974229693,11.4353245221764,11.3403134765879,11.1829347177892,11.0882574094677
