"","0h_01","0h_02","0h_03","0h_04","0h_05","0h_06","4h_01","4h_02","4h_03","4h_04","4h_05","4h_06","24h_01","24h_02","24h_03","24h_04","24h_05","24h_06"
"P60710",33.12410736,33.08929443,32.77264023,33.2254715,32.95140076,32.68421936,33.07268524,32.80950546,32.90979767,32.76186752,33.24544525,33.17623138,33.02968216,32.95067215,33.25603104,33.1180687,33.0163269,33.1245842
"B2RS41",28.31790543,28.50809097,28.63082886,28.41090393,28.32212448,28.48112297,28.46076393,28.63768387,28.35913277,28.50028419,28.35997009,28.44624329,28.75509453,28.74381065,28.70503807,28.58927917,28.78899002,28.53660393
"Q3TME3",24.91619682,25.0088768,25.65086174,24.92910957,24.5773716,23.7050209,25.99098969,25.78069305,24.42012024,24.90603828,25.85105896,26.01692963,25.12835121,25.6835022,24.88632393,24.88549232,24.15581322,24.53932762
"B2RSC8",28.38841629,28.15923309,28.25943565,28.15817261,28.10998535,28.12912941,28.14647102,28.24993134,28.2129879,28.52753448,28.28308296,28.35194969,28.28215408,28.27887917,28.31471062,28.24145508,28.27262115,28.2159996
"B2RSN3",29.20060158,29.44799805,29.13131523,28.98329353,28.78419113,29.38366508,29.74278259,29.66407585,29.63415718,29.50714493,29.73719978,29.78920746,29.78707504,29.66186905,29.88313103,29.91013527,29.78528404,30.17759705
"B2RSR7",26.52819061,26.52765465,26.66641426,25.19880486,25.03995323,26.48131561,26.83593178,26.72689438,26.83930016,26.99636459,26.98348427,26.72767258,26.58505821,26.75760841,26.42667198,23.99283409,26.53842545,26.83352089
"B2RSV4",29.27692986,29.16439629,29.28907585,29.32291985,29.27690697,29.30262566,29.08747482,29.03086472,29.18477821,28.9604969,29.07632828,29.06095505,28.81436348,28.89015007,28.94723511,28.76106834,28.84906006,28.83975029
"B2RT97",28.54701424,28.36294174,28.47223854,28.31661224,28.22678566,28.45802879,28.56059647,28.6674633,28.80042267,28.92300606,28.58738518,28.76363564,28.2812252,28.47911835,28.4888401,28.31306839,28.49944878,28.2733326
"Q3UHX2",27.67472076,27.47134781,27.91854858,27.40584183,27.32268333,27.55800819,28.17469406,28.16293335,28.1204052,28.31997299,28.13750839,28.3214798,27.74226952,27.58369637,27.75760841,27.52402496,27.75136375,27.73033142
"B2RTE3",28.02305603,27.72760773,27.97366524,27.77787399,27.91427612,27.85162354,27.74874496,27.71142006,27.86973763,27.66878128,27.70226479,27.83068466,27.87173462,27.74682426,27.72220993,24.57953644,24.79750061,27.76357269
"B2RTL5",29.09302711,28.91567421,28.96435738,28.69726944,28.69657326,29.00843811,29.3274231,29.30927849,29.25815582,29.57385445,29.27306557,29.24687576,28.75709915,28.70526886,28.54929352,28.75005531,28.69723511,28.62672806
"P62806",36.49817276,36.46474457,35.98600388,36.73819351,36.70316315,36.09072876,35.72174072,35.72618866,36.09181595,35.64924622,36.17235947,35.80101776,36.20312119,35.90940857,36.14827728,36.14271545,36.07546997,36.07455444
"B2RU82",25.74604225,25.8843441,25.79553223,25.66161156,25.80464363,26.01567459,25.82364464,26.27698326,25.84923935,26.00998688,26.13952065,26.00740051,26.55277061,26.44526482,26.4368248,26.57859612,26.39826012,26.04683113
"B2RUC7",28.35064316,28.36931992,28.62142754,28.07505417,28.0823307,28.47282028,28.66763306,28.66383743,28.50884628,28.87411308,28.58756447,28.74896812,28.0482769,28.18725777,28.09239769,28.13065147,28.10419655,28.05755043
"B2RUJ2",26.0064373,24.47040749,24.48656273,24.84386635,23.91716576,24.2771225,24.29479408,24.27304459,25.69423676,23.29377937,25.093153,25.06330109,25.83581161,26.08950233,26.1415863,25.68839073,23.87297821,25.52065468
"B2RUK5",28.91962814,29.01456833,29.01770401,29.07336998,28.88809013,28.95745659,28.90738869,28.78811836,28.75158882,28.67972755,28.99423599,28.70054626,29.2085762,29.19197083,29.1318779,29.09408569,29.04710579,29.1502037
"B2RUM8",27.62867546,27.38022232,27.56470871,27.83104706,27.6074543,27.56826591,27.14608192,27.21650887,27.34764862,26.47176552,27.69643974,27.20088196,27.26713753,27.26221657,27.3651123,27.1782608,27.50347328,27.39982605
"Q9D1I2",24.15643692,25.12368393,25.11612701,24.28480911,25.36806297,25.15189934,24.78261757,25.29006958,24.74339104,24.82924461,26.01438713,24.37133789,25.2672081,25.06959915,25.12604904,25.17723083,24.86076927,24.04331589
"Q3V1L7",26.64361382,26.83773804,26.8560257,26.59647751,26.60710144,26.64759827,26.80882263,26.55252075,26.3805027,26.54442215,26.42593575,26.46979713,26.65771866,26.55316544,26.80328941,26.49049377,26.70582771,26.63657951
"B2RVD5",27.18914413,29.30788994,24.49045944,29.81586075,30.16158867,24.46857452,24.52786636,24.64766502,24.6155262,24.14928055,25.02030945,23.6968174,25.45463753,24.31677818,24.17127228,28.58717155,25.07827187,27.55266762
"B2RVT1",25.04366302,24.7363224,25.70267487,25.20943642,25.21971703,24.78501511,25.25342369,25.45057106,25.1801033,25.33660698,25.11378479,24.5388279,24.90100479,24.76913643,24.56921577,25.23303413,25.7344799,24.22257423
"Q64426",35.41311646,35.62388611,35.20700073,35.82297134,35.95716095,35.49166107,34.46032715,34.59134293,35.00992966,34.89523315,35.59607315,35.04571915,35.04502487,35.45617294,35.53461456,35.90430069,35.42103958,35.67692947
"Q80UJ8",27.30869293,27.17512321,27.62191582,27.23854256,27.12168884,27.46606636,27.29736519,27.26722717,27.51908302,27.26767349,27.31414986,27.58333778,27.757164,27.65512657,27.51900864,27.3482399,27.63927269,27.49297142
"B2RWS6",25.89476395,25.16077995,25.37464523,23.65143585,26.10872841,25.79971123,24.40391541,25.05184937,23.95666122,25.74555588,24.12779617,25.75483322,25.00848007,25.0134201,24.96446609,25.81973267,25.31195259,25.61612129
"B2RWW1",25.34558296,24.57845116,25.43485451,25.08383369,25.05886269,25.1299839,25.59713173,25.617733,25.32330132,25.78501511,25.40512848,25.42066383,25.89312172,23.98682594,26.15680504,25.37171555,26.17978096,24.2734642
"E9QAH1",26.37727928,26.43068123,26.51963806,26.284132,26.04666519,27.31241989,26.41278648,26.48716927,26.91524696,26.16188622,26.68217468,26.34656715,26.61652756,26.04485321,26.67613411,25.62939835,26.5265789,26.39527321
"B2RXC1",25.32021713,25.92198944,25.43163681,25.35683823,25.25655937,25.59741592,25.65981483,25.68736458,25.35457611,25.40291786,25.57773209,25.69596291,25.62315941,25.47871017,25.43166924,25.18876839,25.47193718,25.6798954
"B7ZWI2",29.65577507,29.44858742,29.78654671,29.5144062,29.42694473,28.52215576,29.39764595,29.41749763,29.15051842,29.30340958,29.30033684,29.49442101,29.25408173,28.60727882,29.27366638,28.91119385,29.03144264,29.0411129
"B2RXQ8",27.06033707,27.33082581,27.45615005,26.93977356,27.20200348,27.66559982,27.31155396,27.67888832,27.34146881,27.39656258,27.10439682,27.37898254,27.06435013,27.22949409,26.98228836,26.927845,27.02221107,27.14908981
"B2RXS4",25.97707748,24.79812813,25.88681221,25.8222332,25.92333984,26.06823158,24.32255173,26.13848495,26.24559402,26.13237953,26.09061241,26.15984917,26.05519295,26.34368896,26.47602272,25.9738636,26.50780296,25.97202301
"B2RXU3",25.63649559,25.53439331,25.64229202,25.89836884,25.98480988,25.23617554,25.32786751,24.77795982,24.73883629,24.96622467,24.82051468,25.258358,25.55870819,25.15360069,25.26377487,25.28647995,23.97836876,25.2290535
"B2RXY7",28.10299492,28.06584167,28.1403389,27.98918152,27.81793594,28.17221642,28.56978798,28.40811157,28.28573036,28.60452461,28.40645027,28.18257713,28.31708527,28.34312248,28.26713753,28.41739845,28.37252045,28.6035347
"B2RY56",28.27048302,28.37890053,28.61796379,28.35875511,28.37604523,28.69653893,28.36640549,28.56176376,28.36172867,28.4173584,28.27692986,28.54513741,28.11460876,28.12435532,28.02949524,27.80174828,28.01499557,28.05956268
"B2ZRS6",25.23214912,24.31027031,25.03853035,24.01949692,25.60570908,25.99944305,26.73285675,27.02970505,26.6925869,27.23452759,26.55413246,26.93100548,24.41197014,26.502882,26.85590553,26.38464165,27.27772713,26.85709381
"Q5F2F2",26.76395226,26.91136551,26.57917023,27.0254879,26.97912788,26.47131729,26.21785927,26.5643158,26.56990242,26.03982162,26.34051895,25.8888092,26.37534142,26.46460152,26.69895935,26.51145744,26.57715416,26.45878029
"B6YY24",26.15017509,26.24269104,26.20560646,26.2709198,25.69421005,26.36981201,26.57346153,26.27086639,26.46631432,26.81982422,26.59662056,26.12261772,26.51959419,26.33381271,26.36105156,26.55705833,26.33543205,26.29103661
"B7FAU9",29.06340027,28.98160744,29.05548286,28.99935341,28.99269676,29.0187664,29.317173,29.07252693,29.10186958,29.28531075,29.13420677,29.50201225,28.98106384,28.93261147,29.27719498,29.14306831,29.29778099,29.33647537
"Q9EQ79",27.33193588,27.26311302,27.78836823,27.23945236,27.35758209,27.44726753,27.26535034,27.53719711,27.22821045,27.10409546,26.90884781,27.17578888,26.92275047,26.93753052,26.88820648,26.73143387,26.76559639,26.53336906
"B7ZMP1",27.14588737,27.08689308,26.97257042,27.20331192,27.006567,27.35194969,27.2003212,27.08719635,27.12976837,27.17835617,27.0956707,26.96873093,27.51825905,27.66220856,27.46816635,27.12238121,27.52013397,27.39353943
"B7ZMS6",29.22579956,29.2842083,29.04322624,29.23979378,29.35567093,28.93946457,28.89275742,28.69255447,28.93421555,28.66326141,29.0824337,28.72227478,28.79023361,28.39149284,28.46310616,28.4925518,28.43440056,28.50888443
"B7ZN33",25.50193977,25.64138222,25.79664612,24.55268669,25.04170036,25.62469292,25.41647911,25.62081146,25.36486244,25.72145462,25.50200081,25.81421089,24.6928463,25.31568718,25.4573555,24.63744354,25.4503231,25.44610023
"B7ZNM7",25.20351982,25.58118439,24.34101677,24.50571632,23.88524055,25.89601326,25.7397995,25.64688492,25.80119133,25.96549797,25.89776802,25.83434105,24.9150219,25.81758118,26.13992882,25.85666656,25.85064697,26.10737228
"B7ZNS9",24.73113823,25.20906448,25.36536598,24.62402153,24.35776138,25.10253143,25.63887405,24.95394135,24.97416115,25.16060448,24.0171814,25.92129707,27.28347969,27.116642,27.1850853,27.3961544,27.1523819,24.71303558
"B7ZNX2",24.9586525,25.11125183,25.28725433,25.19035149,24.39845467,25.37990761,25.0952282,25.11957359,25.00700569,24.93912315,25.20832634,24.97661781,25.54127121,24.72154236,25.0278759,24.87300873,24.14302254,24.92105293
"B7ZP42",26.64759827,26.64016914,26.66370201,26.58663368,26.64512634,26.61610603,26.56531906,26.51532745,26.42946815,26.09029007,26.68418312,26.47545052,26.36999512,26.40405655,26.52586365,26.63311768,26.39216423,26.65553665
"B7ZP47",25.50806046,25.56261444,25.42476845,25.64322853,24.59297943,25.52025414,25.21900368,25.65995216,25.68013763,25.47790718,25.60831642,25.58872223,23.81459427,25.38926125,25.67236137,25.39407921,25.61456299,25.24728012
"Q545R3",24.13800812,26.22694206,25.32385826,24.55557251,24.42823219,24.9246254,26.4232769,24.55502892,24.42723846,26.36857986,26.60102081,24.25972366,25.61506081,26.84062195,24.51501656,26.2253437,26.83869934,26.4358387
"B7ZWC4",27.49426842,27.48100662,27.58949471,27.84541512,27.55376625,27.68304634,27.69664001,27.69192314,27.63332558,27.6654644,27.63103676,27.67828369,27.55098152,27.61953926,27.57152367,27.36502838,27.63249397,27.55230141
"Q80W54",26.99118423,26.71777344,27.30938721,27.11842537,26.50679016,27.38179016,27.07183647,27.53719711,26.59534073,27.29815292,27.10369682,27.32945633,26.71017075,27.02115059,26.56367683,26.57816315,26.90092659,26.94937897
"B9EHZ5",30.14528084,30.11048317,30.49524117,30.47227859,29.96278763,30.70024872,30.25383568,29.78141212,29.91156578,29.65882492,28.63107109,29.94223595,30.21338272,27.68177223,30.21326637,24.7108345,24.58309937,24.14925575
"B9EI57",26.62421799,26.48213005,26.47732162,26.50336647,26.90173149,26.54515839,26.11662292,26.11751366,26.45856094,26.42580795,24.5996933,26.46863174,25.93896675,26.59647751,26.23783112,26.2111702,26.64951897,26.4773674
"P46664",26.30563354,26.37570572,26.4335022,26.02144814,25.90108681,26.4209671,26.54867554,26.56788826,26.58877945,26.97366524,26.09363747,26.66614342,25.92211533,26.10870934,25.99729156,26.21591568,26.18808937,26.13602257
"D3YUW8",24.26757813,25.28688812,24.45898438,25.61104774,26.02041054,25.59565353,24.73627853,25.29137421,25.59169197,25.50920868,25.37398148,25.57094574,25.51944351,25.4924984,25.30291748,24.9399147,25.46961021,25.40752983
"B9EIV8",26.9814167,26.85066986,27.16470909,26.77605438,26.79736328,27.12000847,27.05393028,26.82808304,27.00206566,26.58520126,26.89272881,26.71920967,26.92116165,26.88133621,26.84170151,26.73466682,26.70450974,26.73156166
"B9EJ54",27.62380028,27.67599869,27.68170547,27.61505508,27.76730347,27.64828491,27.40876007,27.60406494,27.56245422,27.52268028,27.36026382,27.65157318,27.47730446,27.50279045,27.46559906,27.3765831,27.58240509,27.5489254
"B9EJX8",28.04071999,27.74355316,27.87032509,27.88576508,28.0484848,27.76008606,27.84212112,27.76046753,27.89515877,27.92682648,27.77548981,27.94486427,27.62435913,27.60137558,28.00362015,27.89301872,27.74509239,27.91387749
"B9EKB0",27.83893967,28.05661964,27.97421265,27.86573029,28.04218292,27.94257164,27.84122086,27.84403801,27.84493637,27.63041306,27.76957512,27.76862907,28.022686,28.17507553,28.06686783,27.95952988,27.95853424,28.00555038
"E9Q467",26.2329731,25.96903801,26.30103493,25.90875626,25.78740883,26.38447762,25.95409203,26.00365257,25.91691017,25.89221954,26.07273483,25.81624031,25.78738403,26.09986877,25.85062218,26.14477921,25.78785706,24.31320953
"Q91XH7",27.24535942,27.42558479,27.24916267,27.37243843,27.116642,27.48285294,27.49731827,27.42262077,27.37757683,27.41659355,27.31803513,27.24299812,27.54870605,27.68879128,27.5555954,27.7205143,27.58927917,27.57513618
"B9EKS7",25.32751274,24.60160446,24.45111084,26.1011734,25.59129143,24.33914185,24.06601906,25.45408058,25.16328049,24.28736115,23.16224098,24.83715057,25.63666153,24.81859779,26.1818676,24.90590668,24.69458961,25.82919693
"C0HK80",27.77718353,27.66871452,28.01728058,27.71089363,27.81035614,28.1818676,27.71332169,28.01950836,27.91524696,27.85066986,27.80998802,28.02067566,27.94061279,27.9949646,27.73937416,27.48246956,27.90821838,27.5994606
"C0HKD9",26.48726273,25.93911552,26.04430962,24.24027252,25.76794815,24.83217239,24.96440125,26.35640717,25.24117661,23.92007828,24.38089943,26.33965111,23.65154457,24.40149689,25.90161705,25.79710579,24.94158936,24.75402451
"C4PFH5",25.74203682,25.27706337,25.41703415,24.86279678,24.5405426,24.14454079,26.11042213,26.30413818,24.32752228,26.26913643,26.27476311,26.16997337,25.22940445,24.4794178,22.95638275,25.1169281,24.57781029,24.98773575
"C7G3P2",26.88832283,26.86879539,27.09928703,26.88261986,26.79798126,27.10689354,26.91650009,26.93055344,26.89180183,26.88215446,26.87490463,26.9006958,26.8260231,26.58290672,26.70885658,26.73363304,26.830019,26.72845268
"C9K0Z7",28.39435768,28.51867104,28.64068604,28.55112839,28.61143494,28.52525902,28.42658424,28.4678936,28.49213028,28.24635506,28.41892624,28.51656914,28.53515816,28.45108604,28.45955276,28.43471909,28.43420219,28.38931847
"D0EW11",27.0845623,27.03023148,27.83267593,27.11872292,27.27577591,28.38146019,28.43654633,28.39362144,27.86643791,28.69504738,27.74624634,29.13508797,28.25060844,28.58609772,28.6189785,28.07060814,28.47884941,28.41590881
"D0EX61",26.46780777,24.00222778,26.69338608,26.31320953,26.4126091,27.07571602,27.00699425,27.00109863,24.58767319,26.98674202,27.23205757,23.80567551,24.55059814,24.68003464,27.07214355,24.19003105,24.75727844,24.56651878
"D2CGM5",24.71207237,25.40192032,24.83699417,24.3034153,24.67158127,23.7510376,25.01299286,25.01358986,24.11824036,24.85121727,24.78835487,25.45123672,24.63948059,24.69407654,24.84763527,25.60686874,24.70898819,24.26237297
"D2KHZ9",34.17689896,34.08852005,34.00261307,33.95298386,33.99277115,34.10586929,34.41576385,34.76692963,34.30041504,34.76766968,34.29638672,34.2346344,34.18748093,34.13499451,34.16444016,34.26472473,34.17191315,34.0138855
"D3YTR5",27.61491394,27.57881165,27.82152939,27.85120583,27.69571114,27.63228607,27.54914665,27.73285675,27.82335281,27.3561554,27.73065567,27.65102577,27.66050911,27.76160812,27.58017731,27.54487991,27.43276978,27.41231918
"D3YWT0",26.24684525,26.68992424,26.50653267,26.4517231,26.50849915,26.61456299,26.3912468,26.92953873,26.31054878,26.69391823,26.17580795,26.81945992,26.22887039,26.38477325,26.19035149,25.97342491,26.11547279,26.03860855
"D3YU12",28.28193283,28.50937462,28.10114288,27.92648697,28.06378555,27.99048042,27.97054291,28.09848404,28.19629288,28.34604263,27.7047081,27.89290237,28.30264854,28.30099106,28.35375977,28.38706017,28.27417755,28.37281227
"E9QP59",26.85638046,26.78219223,26.75709915,26.84625244,27.1278019,27.03653336,26.60172844,26.55818367,26.88518333,26.54750061,25.97880173,26.72377396,26.47938919,26.29557991,26.59462929,26.59619331,26.30945587,26.54895592
"D3YU58",26.21933556,26.01996422,25.78583908,25.89045715,26.30047607,26.07771492,26.07312393,25.77916527,26.11129761,25.94301987,25.84890556,26.25024605,25.95287132,26.06233406,25.96648788,25.94545555,25.8454628,25.9717598
"D3YU60",31.04596138,31.18523979,30.84355927,30.97910118,31.15683556,31.26293373,30.89330673,30.63131523,31.12817001,31.16392899,30.86075211,30.81451797,31.05924034,31.08796692,31.32817268,31.08600616,31.22842789,31.20168877
"D3YUM1",30.80555153,30.78472137,30.84011078,30.87927818,30.78519058,30.74205971,30.4352951,30.6932869,30.72590256,30.49781227,30.51737595,30.3619175,30.71374702,30.53296852,30.6601696,30.54581833,30.48183441,30.32152176
"D3YUP1",25.28611946,25.31129265,25.93177223,26.0153141,25.61289597,25.53961372,25.98213577,25.31848335,25.87422371,26.04228592,25.44320869,26.01237488,23.64648628,25.05462837,25.30049515,24.13781929,25.54046631,25.95118141
"Q3UD86",26.15387154,25.89346886,26.13412285,25.84871292,25.76276207,26.06663132,26.32411003,26.12002945,26.32024002,26.41104126,26.18997383,26.60045433,25.6129055,25.59767151,25.93508148,25.68011093,26.11062241,26.19332504
"D3YVV1",24.68440819,25.58757591,26.51839256,25.49411392,25.9401741,26.19953537,26.39353943,26.29545784,26.67303467,24.92635727,26.19486618,26.30784225,25.99092293,26.12624741,26.44863892,26.34277534,26.26325607,25.463377
"D3YVW2",27.1457901,26.87923431,26.88890266,27.31855202,26.98706818,26.98587418,26.72299194,27.10219383,26.98511505,26.74149704,26.64951897,26.98478889,26.82238007,26.92919922,26.6547184,26.94413757,26.85780525,26.96344948
"D6RFN5",25.1091671,25.24852753,24.18552589,25.12186241,24.01860046,24.95491982,25.21434212,25.17598152,25.43852615,24.85671043,25.29742622,25.13785934,25.70988274,25.42027664,25.63357162,25.44037247,24.49274826,25.07936287
"Q7TQI3",27.90621185,27.89879417,27.85138512,27.78425407,27.54347801,27.88780022,28.16057968,27.97907448,28.15035057,28.25619888,28.21946526,28.23699188,27.95293808,27.71003914,27.93399048,27.96565247,27.99641991,28.01451683
"D3YWI4",27.68043137,27.03296661,27.48615837,27.4445858,27.61757851,27.69139099,27.52133179,27.4541893,27.71881866,27.77893829,27.11048317,27.39680862,27.77077293,27.76988983,27.60321617,27.51231766,27.60978127,27.77442169
"D3YWK1",24.21603966,26.13008308,24.85751724,26.29445839,24.26954269,24.3393631,26.42358208,26.53179359,26.59633636,26.73182106,26.54371452,26.50697136,26.45685387,26.75302315,26.6511631,24.82099724,26.76053047,26.39417648
"D3Z3N4",26.47759819,26.72715378,26.73608589,26.93786621,26.94357872,26.85340881,26.55196381,26.63006401,26.51062775,26.584198,26.73389053,26.52947235,26.6915226,26.98011017,26.75417137,26.64787292,26.549366,26.79550743
"D3YWX2",26.23755646,26.29593086,26.18504715,26.11751366,26.21857834,26.40890503,25.91691017,25.92913246,26.15742111,25.98695946,25.95695114,26.04493523,26.29608917,25.95446968,26.04720497,25.97932434,26.04374695,26.11892128
"S4R1M2",28.16331863,28.15141487,28.30947304,28.20069504,28.33568764,28.03401756,27.90861893,28.03527641,27.97289848,27.93668747,27.73201561,28.04197311,27.70694923,27.70180321,27.57650566,27.47691917,27.56041527,27.69025803
"D3YXP6",26.89816093,26.75213051,26.81286621,26.70793533,26.28068542,26.78494072,26.66329575,26.76369858,26.69232178,26.99862671,26.79538345,26.78805542,26.83930016,26.97956467,26.80291939,26.67060661,26.80131721,26.72559357
"F6T9K1",25.15833664,25.99770164,26.22206688,26.45915413,26.07948494,26.31553268,26.5322094,26.58017731,26.21710014,26.96212578,26.29855537,26.59462929,25.89534378,25.92211533,25.01207733,26.07930183,26.10850906,26.27861404
"D3YYN7",28.55709457,28.61652756,28.51878357,28.55848122,28.50483704,28.62714577,28.33504868,28.3540535,28.29867744,28.02242279,28.40238953,28.17326546,28.08952141,28.15112495,28.05760193,27.99420929,28.12942505,27.83164978
"E9Q3B9",26.97814751,26.37525749,26.44731522,26.87020683,26.66844368,27.08719635,27.40794945,27.59995651,27.85792351,28.00469208,27.65177917,27.67955971,27.75117302,27.6102047,27.46746635,27.86207008,27.68404961,27.44426918
"D3YYT0",24.57114792,26.10671425,24.69371796,26.0446434,24.99091721,25.58992195,25.70147324,26.1989727,25.45001984,23.65071106,25.49855232,24.76738167,24.23119354,25.61920738,23.75455093,25.45332146,24.9151535,25.60279846
"D3YYT1",27.18243599,27.31432152,27.38730621,27.32345581,27.13672638,27.50680542,27.36561203,27.07734871,27.38697815,27.02580452,27.31138039,27.08131599,27.44268799,27.34307861,27.41900635,27.25232315,27.36803055,27.34722519
"E9QM06",24.59762383,24.72521019,25.42934036,24.11517525,24.10184479,25.24419785,24.04254532,25.36912918,25.62036514,24.96741295,24.96514893,25.25295639,25.63346863,24.4930191,25.36317253,24.08163452,24.83544731,24.99209595
"D3YZ09",27.96971893,27.55134773,28.53723335,27.92710876,28.10304642,28.48608017,27.84732819,28.29854584,28.11316872,28.1058445,27.93730545,28.28700829,28.31436539,28.16581154,27.93292046,27.75576401,28.35228729,27.69385147
"D3YZ54",24.98422241,24.94681549,25.54760361,24.94604683,24.63846016,23.98914337,25.89772224,25.43975449,25.22927666,25.63250732,26.05274963,24.22508621,25.83532906,25.80626678,24.80262947,25.14154816,25.45733452,25.3508606
"D3YZ62",24.83063507,25.72353935,25.86849022,24.40973091,25.25136757,24.53458786,25.40817642,25.07082176,25.10543442,25.02000618,25.02366447,24.01502037,24.56046677,25.05604172,25.45265007,25.17653084,25.41564178,24.84669113
"D3YZC9",28.52854156,28.5521183,28.46045303,28.56092453,28.53478622,28.4836235,28.54991722,28.48941422,28.53900909,28.63332558,28.65437698,28.54388428,28.4633007,28.30921364,28.35959435,28.29245949,28.4089222,28.32714462
"D3YZN4",27.26356125,27.62554359,27.33687973,27.5077877,27.50756073,27.25087929,27.34451866,27.45497322,27.40754509,27.03370094,27.34494209,27.14121628,27.83791733,27.56369209,27.5832653,27.72513962,27.51540375,27.63934135
"D3YZP9",24.81274605,25.74863625,24.82242393,24.5083847,25.14818382,25.72014999,24.7029171,25.87623978,26.05080032,25.95464706,24.87841606,25.61341095,25.40776253,25.74568367,25.74770737,25.78693581,26.11436081,25.92642021
"E9Q7G1",28.92535591,28.132761,28.81839371,28.74088669,28.53408241,28.70028305,28.45037842,29.08727264,28.68939209,28.65737724,28.37451172,28.49251366,28.65099144,28.38972855,28.69799805,28.64873123,28.62690163,28.73107719
"D3Z061",25.99020958,25.7876339,26.19811058,25.91312408,25.44767761,25.88415909,26.55561066,26.45707321,26.22863197,26.43163681,26.34497643,26.42584038,26.51216698,26.54783821,26.35368347,26.12695503,26.45840454,26.18305969
"Q3U6U3",25.03793144,25.45632935,24.95727539,24.59119797,24.78228951,25.39953232,23.68312454,24.66338921,24.57352257,24.59216881,24.84588814,23.79304314,25.70435143,25.97500038,23.72939873,25.99258804,25.87995911,26.09910774
"D3Z0F5",28.06953239,27.82274437,27.9268837,27.67053986,27.73389053,27.91553116,28.18565178,28.30072975,28.22080421,28.63464165,28.20111656,28.33236313,27.90649986,27.92993355,27.75417137,27.86720467,27.79066849,27.96900558
"D3Z0M9",27.4889946,27.46427536,27.55076218,27.50324631,27.446558,27.44845009,27.35925865,27.11018372,27.36711311,27.04197311,27.36001205,27.12849045,27.06579018,27.24036217,27.11713791,26.93809128,27.08436012,27.10359573
"D3Z132",26.92388344,26.95393562,26.87525558,26.60215378,27.14947701,26.82152939,26.78469086,26.78768349,26.78494072,26.9871769,26.92320442,26.8226223,26.74740028,26.39402962,26.46023369,24.28660393,26.69019127,25.00644875
"E9Q7L3",27.65628624,27.55844498,27.71102524,27.71718407,27.41522408,27.69438171,27.47992897,27.43388367,27.32087708,27.27088356,27.46279335,27.44411087,27.3838501,27.64993095,27.57520866,27.22729111,27.49815559,27.43753815
"D3Z2J6",27.60618401,27.78656197,27.51998329,27.68659019,27.75149155,28.00362015,27.73750496,27.76900673,27.6426506,27.66830826,27.78811836,27.81408882,27.69664001,27.40641022,27.39050865,27.46443176,27.33951569,27.66356659
"D3Z2K2",27.33773041,27.56870079,27.2012558,27.43061638,27.34468842,27.13975334,27.02865219,26.83845901,27.12809753,27.16202164,27.34688759,26.9502697,27.26024437,27.3352623,27.08212852,27.34341812,27.07704163,27.21372986
"D3Z3S1",27.06620026,26.85673714,26.56917953,27.39157295,26.85424232,26.87748146,27.00646019,26.94804192,26.69125748,26.48778343,26.8836689,26.57182884,27.06177902,27.02199936,27.15894318,26.66614342,27.06064606,26.8836689
"D3Z440",27.17540932,27.28524399,26.89689064,26.84062195,26.82832527,26.95537758,27.145401,27.10479546,27.12346649,27.19131088,27.21122551,27.11018372,26.75021553,26.84218216,26.91752434,26.66776848,26.7781868,26.87572479
"D3Z4A3",26.07381821,25.87474632,26.48838043,24.99258804,24.11036491,26.70898819,24.28493118,25.93174934,26.19001198,25.89993668,25.88258553,26.08298111,26.27282524,25.98233223,26.18519783,26.33614731,26.3373909,25.20166206
"D3Z4C0",25.03796196,25.45930481,25.51983261,25.24886322,25.55958366,25.62984276,24.75409508,25.02820969,25.37931252,24.98023987,24.0957756,24.90912247,25.24901772,24.93917465,25.1041317,25.23942947,24.34231567,25.23405266
"D3Z6H3",24.42750549,26.02993774,25.40304947,25.92178535,25.70511627,25.32752228,26.16514969,24.21108627,25.8150425,25.40489006,26.01069069,25.92798042,25.25695419,25.74634933,25.49950981,25.03490448,24.64073181,26.10515594
"D3Z4J5",24.72800255,24.90764999,26.17964745,26.16718102,26.17578888,26.20454407,26.411623,26.6235218,26.63574982,26.81677628,24.5148983,26.70292664,24.76631355,26.25668526,26.12648392,26.20417023,26.39571381,23.8024025
"D3Z4P2",26.22585869,26.32367897,25.94547653,26.4516449,25.04447365,26.09540939,24.66210747,26.54683685,25.84335518,26.16629982,26.1245327,25.86839485,25.80889511,25.5518322,26.16798401,25.81960487,25.94592476,26.13222122
"Q922V4",28.13035774,27.99733543,28.13035774,27.97492409,28.12529182,28.03889084,28.01791763,27.60257912,27.96631241,27.62950897,27.98234177,27.98163414,27.87940979,27.9063282,27.83285713,27.66478729,27.97694588,27.80094719
"D3Z5I1",27.13770294,27.33917618,27.11545181,27.15836525,27.24072647,27.13985252,27.08527184,27.00870514,27.02601624,27.24961472,27.06486511,27.02199936,26.93741798,25.90481186,25.99953079,27.13261414,26.96521187,26.82784081
"D3Z5N6",26.37155724,26.22719955,26.33597755,26.55098152,26.57571411,26.34705734,26.19511032,26.002388,25.86841774,26.09359741,26.50078583,26.18167686,26.00504684,26.21626854,26.07443047,25.98198318,26.27079582,26.19023895
"D3Z645",28.05501747,28.0773983,27.81004906,27.93292046,27.96999359,27.97130966,28.08977509,27.78693581,28.07439041,28.47981262,28.39300728,28.04473686,28.18224525,28.2844944,28.22949409,28.52783203,28.53408241,28.3554821
